# t theta omega E_kin E_pot E_tot
0.00000 0.78540 0.10000 0.00500 2.87328 2.87828
0.01000 0.78610 0.04053 0.00082 2.87816 2.87898
0.02000 0.78621 -0.01890 0.00018 2.87891 2.87909
0.03000 0.78572 -0.07827 0.00306 2.87554 2.87860
0.04000 0.78464 -0.13752 0.00946 2.86805 2.87751
0.05000 0.78297 -0.19662 0.01933 2.85648 2.87581
0.06000 0.78071 -0.25553 0.03265 2.84085 2.87350
0.07000 0.77786 -0.31422 0.04937 2.82121 2.87058
0.08000 0.77443 -0.37263 0.06943 2.79761 2.86704
0.09000 0.77041 -0.43073 0.09276 2.77011 2.86287
0.10000 0.76582 -0.48847 0.11930 2.73878 2.85808
0.11000 0.76064 -0.54583 0.14896 2.70371 2.85267
0.12000 0.75490 -0.60275 0.18165 2.66499 2.84664
0.13000 0.74859 -0.65919 0.21727 2.62271 2.83998
0.14000 0.74172 -0.71512 0.25570 2.57700 2.83270
0.15000 0.73429 -0.77049 0.29682 2.52797 2.82479
0.16000 0.72631 -0.82525 0.34052 2.47575 2.81627
0.17000 0.71779 -0.87938 0.38665 2.42049 2.80714
0.18000 0.70873 -0.93281 0.43507 2.36233 2.79739
0.19000 0.69913 -0.98552 0.48562 2.30142 2.78705
0.20000 0.68902 -1.03745 0.53815 2.23795 2.77610
0.21000 0.67839 -1.08857 0.59249 2.17207 2.76456
0.22000 0.66725 -1.13882 0.64846 2.10398 2.75244
0.23000 0.65561 -1.18817 0.70588 2.03387 2.73974
0.24000 0.64349 -1.23657 0.76455 1.96193 2.72648
0.25000 0.63089 -1.28397 0.82430 1.88837 2.71267
0.26000 0.61781 -1.33034 0.88490 1.81340 2.69831
0.27000 0.60428 -1.37562 0.94617 1.73725 2.68342
0.28000 0.59030 -1.41977 1.00788 1.66013 2.66801
0.29000 0.57589 -1.46275 1.06982 1.58228 2.65210
0.30000 0.56105 -1.50452 1.13178 1.50392 2.63570
0.31000 0.54580 -1.54502 1.19354 1.42529 2.61883
0.32000 0.53016 -1.58421 1.25487 1.34664 2.60151
0.33000 0.51412 -1.62206 1.31554 1.26820 2.58374
0.34000 0.49772 -1.65852 1.37534 1.19022 2.56556
0.35000 0.48096 -1.69355 1.43405 1.11293 2.54698
0.36000 0.46385 -1.72710 1.49144 1.03658 2.52801
0.37000 0.44642 -1.75914 1.54729 0.96140 2.50869
0.38000 0.42868 -1.78963 1.60139 0.88764 2.48903
0.39000 0.41063 -1.81853 1.65352 0.81553 2.46905
0.40000 0.39231 -1.84580 1.70350 0.74529 2.44878
0.41000 0.37372 -1.87142 1.75110 0.67714 2.42825
0.42000 0.35489 -1.89534 1.79615 0.61131 2.40746
0.43000 0.33582 -1.91753 1.83846 0.54799 2.38646
0.44000 0.31654 -1.93797 1.87786 0.48739 2.36526
0.45000 0.29707 -1.95663 1.91419 0.42969 2.34389
0.46000 0.27742 -1.97347 1.94729 0.37508 2.32237
0.47000 0.25761 -1.98848 1.97703 0.32370 2.30074
0.48000 0.23765 -2.00164 2.00328 0.27573 2.27902
0.49000 0.21758 -2.01292 2.02593 0.23129 2.25723
0.50000 0.19740 -2.02232 2.04488 0.19052 2.23540
0.51000 0.17714 -2.02980 2.06005 0.15351 2.21356
0.52000 0.15681 -2.03537 2.07137 0.12037 2.19174
0.53000 0.13644 -2.03901 2.07879 0.09117 2.16996
0.54000 0.11604 -2.04072 2.08227 0.06597 2.14825
0.55000 0.09563 -2.04049 2.08181 0.04482 2.12663
0.56000 0.07524 -2.03833 2.07739 0.02775 2.10514
0.57000 0.05487 -2.03422 2.06903 0.01476 2.08379
0.58000 0.03456 -2.02818 2.05676 0.00586 2.06262
0.59000 0.01431 -2.02022 2.04064 0.00100 2.04164
0.60000 -0.00584 -2.01033 2.02072 0.00017 2.02089
0.61000 -0.02589 -1.99855 1.99709 0.00329 2.00038
0.62000 -0.04581 -1.98487 1.96986 0.01029 1.98015
0.63000 -0.06558 -1.96932 1.93911 0.02109 1.96020
0.64000 -0.08519 -1.95192 1.90500 0.03557 1.94057
0.65000 -0.10461 -1.93269 1.86765 0.05363 1.92128
0.66000 -0.12383 -1.91166 1.82721 0.07512 1.90233
0.67000 -0.14284 -1.88884 1.78386 0.09990 1.88377
0.68000 -0.16160 -1.86428 1.73777 0.12782 1.86559
0.69000 -0.18012 -1.83800 1.68913 0.15870 1.84783
0.70000 -0.19836 -1.81004 1.63813 0.19236 1.83049
0.71000 -0.21631 -1.78044 1.58498 0.22862 1.81360
0.72000 -0.23396 -1.74922 1.52988 0.26727 1.79715
0.73000 -0.25129 -1.71643 1.47307 0.30811 1.78118
0.74000 -0.26829 -1.68211 1.41475 0.35094 1.76568
0.75000 -0.28493 -1.64630 1.35516 0.39552 1.75068
0.76000 -0.30121 -1.60905 1.29452 0.44166 1.73617
0.77000 -0.31711 -1.57039 1.23307 0.48911 1.72218
0.78000 -0.33261 -1.53039 1.17104 0.53765 1.70870
0.79000 -0.34771 -1.48907 1.10866 0.58707 1.69574
0.80000 -0.36239 -1.44649 1.04617 0.63713 1.68330
0.81000 -0.37663 -1.40270 0.98379 0.68761 1.67140
0.82000 -0.39044 -1.35775 0.92175 0.73828 1.66002
0.83000 -0.40379 -1.31169 0.86026 0.78892 1.64918
0.84000 -0.41667 -1.26456 0.79956 0.83932 1.63888
0.85000 -0.42907 -1.21642 0.73984 0.88926 1.62910
0.86000 -0.44099 -1.16732 0.68132 0.93854 1.61986
0.87000 -0.45242 -1.11731 0.62419 0.98695 1.61115
0.88000 -0.46334 -1.06644 0.56865 1.03431 1.60295
0.89000 -0.47374 -1.01476 0.51487 1.08041 1.59528
0.90000 -0.48363 -0.96233 0.46304 1.12508 1.58812
0.91000 -0.49299 -0.90919 0.41331 1.16815 1.58146
0.92000 -0.50181 -0.85540 0.36585 1.20945 1.57530
0.93000 -0.51009 -0.80101 0.32081 1.24882 1.56963
0.94000 -0.51783 -0.74606 0.27830 1.28613 1.56444
0.95000 -0.52501 -0.69062 0.23848 1.32124 1.55971
0.96000 -0.53164 -0.63472 0.20144 1.35401 1.55545
0.97000 -0.53771 -0.57843 0.16729 1.38433 1.55162
0.98000 -0.54321 -0.52179 0.13613 1.41210 1.54823
0.99000 -0.54814 -0.46485 0.10804 1.43722 1.54526
1.00000 -0.55250 -0.40766 0.08309 1.45960 1.54269
1.01000 -0.55629 -0.35028 0.06135 1.47917 1.54052
1.02000 -0.55951 -0.29274 0.04285 1.49587 1.53872
1.03000 -0.56215 -0.23510 0.02764 1.50964 1.53728
1.04000 -0.56421 -0.17741 0.01574 1.52044 1.53618
1.05000 -0.56570 -0.11972 0.00717 1.52825 1.53541
1.06000 -0.56661 -0.06207 0.00193 1.53303 1.53496
1.07000 -0.56694 -0.00452 0.00001 1.53478 1.53479
1.08000 -0.56670 0.05289 0.00140 1.53351 1.53491
1.09000 -0.56588 0.11011 0.00606 1.52922 1.53528
1.10000 -0.56449 0.16710 0.01396 1.52193 1.53589
1.11000 -0.56254 0.22380 0.02504 1.51169 1.53673
1.12000 -0.56002 0.28017 0.03925 1.49853 1.53778
1.13000 -0.55694 0.33616 0.05650 1.48251 1.53901
1.14000 -0.55330 0.39172 0.07672 1.46369 1.54041
1.15000 -0.54911 0.44681 0.09982 1.44215 1.54197
1.16000 -0.54436 0.50139 0.12569 1.41797 1.54366
1.17000 -0.53908 0.55539 0.15423 1.39124 1.54547
1.18000 -0.53326 0.60878 0.18531 1.36206 1.54737
1.19000 -0.52691 0.66151 0.21880 1.33056 1.54936
1.20000 -0.52003 0.71354 0.25457 1.29684 1.55141
1.21000 -0.51264 0.76481 0.29247 1.26104 1.55350
1.22000 -0.50474 0.81528 0.33234 1.22329 1.55563
1.23000 -0.49633 0.86491 0.37404 1.18373 1.55777
1.24000 -0.48744 0.91366 0.41738 1.14253 1.55991
1.25000 -0.47806 0.96146 0.46220 1.09983 1.56203
1.26000 -0.46822 1.00829 0.50832 1.05580 1.56412
1.27000 -0.45790 1.05409 0.55555 1.01061 1.56616
1.28000 -0.44714 1.09882 0.60371 0.96443 1.56814
1.29000 -0.43593 1.14245 0.65259 0.91745 1.57004
1.30000 -0.42429 1.18491 0.70201 0.86985 1.57186
1.31000 -0.41224 1.22618 0.75176 0.82181 1.57357
1.32000 -0.39977 1.26621 0.80165 0.77352 1.57517
1.33000 -0.38692 1.30496 0.85147 0.72518 1.57665
1.34000 -0.37368 1.34239 0.90101 0.67698 1.57799
1.35000 -0.36007 1.37846 0.95008 0.62910 1.57918
1.36000 -0.34611 1.41313 0.99847 0.58175 1.58022
1.37000 -0.33181 1.44637 1.04599 0.53511 1.58110
1.38000 -0.31719 1.47813 1.09244 0.48937 1.58180
1.39000 -0.30226 1.50839 1.13762 0.44471 1.58233
1.40000 -0.28703 1.53710 1.18134 0.40133 1.58268
1.41000 -0.27152 1.56425 1.22343 0.35939 1.58283
1.42000 -0.25575 1.58979 1.26371 0.31908 1.58279
1.43000 -0.23973 1.61370 1.30201 0.28054 1.58255
1.44000 -0.22348 1.63594 1.33816 0.24395 1.58211
1.45000 -0.20702 1.65651 1.37201 0.20946 1.58146
1.46000 -0.19036 1.67536 1.40342 0.17720 1.58061
1.47000 -0.17351 1.69248 1.43225 0.14731 1.57955
1.48000 -0.15651 1.70785 1.45838 0.11991 1.57829
1.49000 -0.13936 1.72146 1.48171 0.09511 1.57682
1.50000 -0.12209 1.73328 1.50212 0.07302 1.57514
1.51000 -0.10470 1.74330 1.51954 0.05372 1.57326
1.52000 -0.08723 1.75151 1.53389 0.03730 1.57118
1.53000 -0.06968 1.75790 1.54510 0.02381 1.56891
1.54000 -0.05208 1.76246 1.55314 0.01330 1.56644
1.55000 -0.03444 1.76520 1.55797 0.00582 1.56378
1.56000 -0.01678 1.76610 1.55956 0.00138 1.56094
1.57000 0.00088 1.76518 1.55792 0.00000 1.55793
1.58000 0.01852 1.76242 1.55306 0.00168 1.55474
1.59000 0.03612 1.75784 1.54499 0.00640 1.55139
1.60000 0.05367 1.75144 1.53376 0.01412 1.54789
1.61000 0.07114 1.74323 1.51942 0.02482 1.54424
1.62000 0.08853 1.73322 1.50203 0.03842 1.54045
1.63000 0.10580 1.72144 1.48167 0.05486 1.53653
1.64000 0.12295 1.70788 1.45843 0.07405 1.53249
1.65000 0.13995 1.69258 1.43242 0.09592 1.52834
1.66000 0.15680 1.67555 1.40374 0.12034 1.52408
1.67000 0.17346 1.65682 1.37252 0.14721 1.51974
1.68000 0.18993 1.63640 1.33891 0.17640 1.51531
1.69000 0.20618 1.61434 1.30304 0.20778 1.51082
1.70000 0.22221 1.59064 1.26507 0.24120 1.50627
1.71000 0.23799 1.56535 1.22516 0.27651 1.50166
1.72000 0.25351 1.53849 1.18348 0.31355 1.49702
1.73000 0.26875 1.51010 1.14020 0.35216 1.49236
1.74000 0.28371 1.48021 1.09552 0.39216 1.48768
1.75000 0.29835 1.44887 1.04961 0.43339 1.48300
1.76000 0.31268 1.41609 1.00266 0.47566 1.47832
1.77000 0.32667 1.38193 0.95487 0.51879 1.47366
1.78000 0.34031 1.34642 0.90643 0.56261 1.46903
1.79000 0.35360 1.30961 0.85754 0.60691 1.46445
1.80000 0.36650 1.27153 0.80840 0.65152 1.45991
1.81000 0.37902 1.23223 0.75919 0.69625 1.45544
1.82000 0.39114 1.19175 0.71013 0.74091 1.45104
1.83000 0.40285 1.15013 0.66140 0.78533 1.44672
1.84000 0.41414 1.10742 0.61318 0.82932 1.44250
1.85000 0.42500 1.06366 0.56568 0.87270 1.43838
1.86000 0.43541 1.01889 0.51907 0.91531 1.43438
1.87000 0.44537 0.97318 0.47354 0.95696 1.43050
1.88000 0.45487 0.92655 0.42924 0.99751 1.42675
1.89000 0.46390 0.87905 0.38637 1.03678 1.42315
1.90000 0.47245 0.83074 0.34506 1.07463 1.41969
1.91000 0.48051 0.78166 0.30549 1.11090 1.41640
1.92000 0.48808 0.73185 0.26780 1.14547 1.41327
1.93000 0.49515 0.68136 0.23213 1.17820 1.41032
1.94000 0.50171 0.63024 0.19860 1.20895 1.40756
1.95000 0.50775 0.57854 0.16736 1.23763 1.40498
1.96000 0.51328 0.52630 0.13850 1.26411 1.40261
1.97000 0.51828 0.47358 0.11214 1.28830 1.40043
1.98000 0.52275 0.42040 0.08837 1.31011 1.39848
1.99000 0.52668 0.36684 0.06728 1.32945 1.39674
2.00000 0.53008 0.31292 0.04896 1.34626 1.39522
2.01000 0.53294 0.25870 0.03346 1.36048 1.39394
2.02000 0.53525 0.20423 0.02086 1.37204 1.39289
2.03000 0.53702 0.14955 0.01118 1.38090 1.39208
2.04000 0.53824 0.09471 0.00449 1.38704 1.39152
2.05000 0.53892 0.03976 0.00079 1.39042 1.39121
2.06000 0.53904 -0.01526 0.00012 1.39104 1.39115
2.07000 0.53861 -0.07031 0.00247 1.38888 1.39136
2.08000 0.53763 -0.12532 0.00785 1.38397 1.39182
2.09000 0.53611 -0.18026 0.01625 1.37630 1.39255
2.10000 0.53403 -0.23509 0.02763 1.36591 1.39354
2.11000 0.53140 -0.28974 0.04198 1.35284 1.39481
2.12000 0.52823 -0.34418 0.05923 1.33712 1.39635
2.13000 0.52452 -0.39837 0.07935 1.31882 1.39817
2.14000 0.52027 -0.45224 0.10226 1.29800 1.40026
2.15000 0.51548 -0.50576 0.12790 1.27474 1.40263
2.16000 0.51015 -0.55888 0.15617 1.24912 1.40529
2.17000 0.50430 -0.61155 0.18699 1.22123 1.40822
2.18000 0.49793 -0.66372 0.22026 1.19118 1.41144
2.19000 0.49103 -0.71535 0.25586 1.15907 1.41494
2.20000 0.48362 -0.76640 0.29368 1.12504 1.41872
2.21000 0.47570 -0.81680 0.33358 1.08920 1.42278
2.22000 0.46729 -0.86653 0.37544 1.05169 1.42713
2.23000 0.45838 -0.91553 0.41910 1.01266 1.43176
2.24000 0.44898 -0.96375 0.46441 0.97226 1.43667
2.25000 0.43910 -1.01115 0.51121 0.93064 1.44186
2.26000 0.42876 -1.05769 0.55935 0.88797 1.44732
2.27000 0.41795 -1.10331 0.60864 0.84443 1.45307
2.28000 0.40670 -1.14797 0.65892 0.80017 1.45909
2.29000 0.39500 -1.19163 0.71000 0.75539 1.46539
2.30000 0.38287 -1.23425 0.76169 0.71027 1.47195
2.31000 0.37031 -1.27577 0.81380 0.66499 1.47879
2.32000 0.35735 -1.31616 0.86614 0.61974 1.48589
2.33000 0.34400 -1.35538 0.91853 0.57472 1.49325
2.34000 0.33025 -1.39338 0.97075 0.53012 1.50087
2.35000 0.31613 -1.43011 1.02261 0.48613 1.50875
2.36000 0.30165 -1.46555 1.07392 0.44295 1.51688
2.37000 0.28683 -1.49966 1.12448 0.40077 1.52525
2.38000 0.27166 -1.53238 1.17410 0.35978 1.53388
2.39000 0.25618 -1.56370 1.22258 0.32016 1.54274
2.40000 0.24040 -1.59357 1.26974 0.28210 1.55183
2.41000 0.22432 -1.62196 1.31538 0.24578 1.56116
2.42000 0.20796 -1.64884 1.35934 0.21137 1.57071
2.43000 0.19134 -1.67418 1.40144 0.17904 1.58048
2.44000 0.17448 -1.69794 1.44151 0.14895 1.59046
2.45000 0.15739 -1.72011 1.47939 0.12126 1.60065
2.46000 0.14009 -1.74065 1.51494 0.09610 1.61104
2.47000 0.12258 -1.75955 1.54801 0.07361 1.62162
2.48000 0.10490 -1.77678 1.57847 0.05393 1.63239
2.49000 0.08705 -1.79231 1.60619 0.03715 1.64334
2.50000 0.06906 -1.80615 1.63108 0.02338 1.65447
2.51000 0.05094 -1.81826 1.65303 0.01272 1.66575
2.52000 0.03270 -1.82864 1.67196 0.00524 1.67720
2.53000 0.01437 -1.83727 1.68778 0.00101 1.68880
2.54000 -0.00404 -1.84415 1.70045 0.00008 1.70053
2.55000 -0.02251 -1.84928 1.70991 0.00248 1.71240
2.56000 -0.04102 -1.85264 1.71614 0.00825 1.72439
2.57000 -0.05955 -1.85424 1.71910 0.01739 1.73649
2.58000 -0.07810 -1.85407 1.71880 0.02990 1.74870
2.59000 -0.09663 -1.85215 1.71523 0.04576 1.76100
2.60000 -0.11514 -1.84848 1.70843 0.06495 1.77338
2.61000 -0.13359 -1.84306 1.69843 0.08741 1.78584
2.62000 -0.15199 -1.83590 1.68527 0.11309 1.79836
2.63000 -0.17031 -1.82702 1.66901 0.14192 1.81093
2.64000 -0.18853 -1.81644 1.64973 0.17382 1.82354
2.65000 -0.20663 -1.80416 1.62750 0.20868 1.83618
2.66000 -0.22460 -1.79022 1.60244 0.24640 1.84884
2.67000 -0.24243 -1.77462 1.57464 0.28687 1.86150
2.68000 -0.26009 -1.75739 1.54421 0.32994 1.87415
2.69000 -0.27757 -1.73856 1.51130 0.37549 1.88679
2.70000 -0.29486 -1.71816 1.47603 0.42336 1.89939
2.71000 -0.31193 -1.69620 1.43855 0.47340 1.91195
2.72000 -0.32877 -1.67273 1.39901 0.52544 1.92445
2.73000 -0.34538 -1.64777 1.35757 0.57931 1.93687
2.74000 -0.36173 -1.62135 1.31439 0.63483 1.94921
2.75000 -0.37780 -1.59351 1.26964 0.69182 1.96146
2.76000 -0.39359 -1.56429 1.22350 0.75009 1.97359
2.77000 -0.40908 -1.53371 1.17614 0.80946 1.98559
2.78000 -0.42426 -1.50182 1.12774 0.86972 1.99746
2.79000 -0.43911 -1.46866 1.07848 0.93069 2.00917
2.80000 -0.45363 -1.43426 1.02856 0.99216 2.02072
2.81000 -0.46780 -1.39867 0.97814 1.05394 2.03208
2.82000 -0.48160 -1.36192 0.92741 1.11584 2.04325
2.83000 -0.49503 -1.32406 0.87656 1.17765 2.05421
2.84000 -0.50808 -1.28512 0.82576 1.23918 2.06495
2.85000 -0.52073 -1.24515 0.77519 1.30025 2.07544
2.86000 -0.53298 -1.20418 0.72503 1.36066 2.08569
2.87000 -0.54481 -1.16227 0.67544 1.42023 2.09567
2.88000 -0.55622 -1.11946 0.62659 1.47878 2.10538
2.89000 -0.56720 -1.07578 0.57865 1.53614 2.11479
2.90000 -0.57773 -1.03128 0.53177 1.59213 2.12390
2.91000 -0.58782 -0.98600 0.48610 1.64659 2.13269
2.92000 -0.59745 -0.93999 0.44179 1.69936 2.14114
2.93000 -0.60662 -0.89328 0.39897 1.75028 2.14925
2.94000 -0.61531 -0.84592 0.35779 1.79922 2.15701
2.95000 -0.62353 -0.79794 0.31836 1.84604 2.16440
2.96000 -0.63127 -0.74940 0.28080 1.89060 2.17140
2.97000 -0.63852 -0.70034 0.24524 1.93277 2.17801
2.98000 -0.64527 -0.65079 0.21176 1.97245 2.18422
2.99000 -0.65153 -0.60079 0.18048 2.00953 2.19001
3.00000 -0.65729 -0.55039 0.15147 2.04390 2.19537
3.01000 -0.66254 -0.49963 0.12482 2.07548 2.20029
3.02000 -0.66728 -0.44855 0.10060 2.10417 2.20477
3.03000 -0.67151 -0.39718 0.07888 2.12992 2.20879
3.04000 -0.67522 -0.34557 0.05971 2.15264 2.21235
3.05000 -0.67842 -0.29376 0.04315 2.17228 2.21543
3.06000 -0.68110 -0.24179 0.02923 2.18879 2.21802
3.07000 -0.68326 -0.18969 0.01799 2.20214 2.22013
3.08000 -0.68489 -0.13750 0.00945 2.21228 2.22173
3.09000 -0.68601 -0.08527 0.00364 2.21920 2.22283
3.10000 -0.68660 -0.03304 0.00055 2.22287 2.22342
3.11000 -0.68667 0.01917 0.00018 2.22330 2.22349
3.12000 -0.68621 0.07131 0.00254 2.22049 2.22303
3.13000 -0.68524 0.12333 0.00761 2.21444 2.22205
3.14000 -0.68375 0.17522 0.01535 2.20518 2.22054
3.15000 -0.68174 0.22691 0.02574 2.19274 2.21848
3.16000 -0.67921 0.27838 0.03875 2.17714 2.21589
3.17000 -0.67617 0.32959 0.05432 2.15845 2.21276
3.18000 -0.67262 0.38050 0.07239 2.13669 2.20909
3.19000 -0.66856 0.43107 0.09291 2.11195 2.20487
3.20000 -0.66400 0.48127 0.11581 2.08429 2.20010
3.21000 -0.65894 0.53105 0.14100 2.05379 2.19480
3.22000 -0.65338 0.58037 0.16841 2.02053 2.18894
3.23000 -0.64733 0.62920 0.19795 1.98461 2.18255
3.24000 -0.64080 0.67750 0.22950 1.94612 2.17562
3.25000 -0.63378 0.72522 0.26297 1.90518 2.16815
3.26000 -0.62630 0.77234 0.29825 1.86189 2.16015
3.27000 -0.61834 0.81881 0.33522 1.81640 2.15162
3.28000 -0.60992 0.86459 0.37376 1.76881 2.14257
3.29000 -0.60105 0.90964 0.41372 1.71928 2.13300
3.30000 -0.59173 0.95393 0.45499 1.66793 2.12292
3.31000 -0.58197 0.99741 0.49741 1.61493 2.11234
3.32000 -0.57179 1.04005 0.54085 1.56042 2.10127
3.33000 -0.56118 1.08180 0.58515 1.50456 2.08971
3.34000 -0.55015 1.12264 0.63016 1.44752 2.07768
3.35000 -0.53873 1.16252 0.67572 1.38946 2.06518
3.36000 -0.52691 1.20139 0.72167 1.33056 2.05223
3.37000 -0.51470 1.23924 0.76785 1.27099 2.03884
3.38000 -0.50212 1.27601 0.81410 1.21093 2.02503
3.39000 -0.48919 1.31167 0.86024 1.15056 2.01079
3.40000 -0.47590 1.34618 0.90610 1.09006 1.99616
3.41000 -0.46227 1.37951 0.95153 1.02962 1.98114
3.42000 -0.44831 1.41163 0.99635 0.96941 1.96576
3.43000 -0.43404 1.44249 1.04039 0.90963 1.95002
3.44000 -0.41946 1.47207 1.08349 0.85045 1.93394
3.45000 -0.40460 1.50033 1.12549 0.79206 1.91755
3.46000 -0.38946 1.52723 1.16622 0.73464 1.90086
3.47000 -0.37406 1.55276 1.20553 0.67835 1.88388
3.48000 -0.35841 1.57688 1.24327 0.62337 1.86665
3.49000 -0.34253 1.59956 1.27929 0.56988 1.84917
3.50000 -0.32642 1.62077 1.31345 0.51802 1.83147
3.51000 -0.31012 1.64049 1.34561 0.46796 1.81356
3.52000 -0.29362 1.65870 1.37564 0.41984 1.79548
3.53000 -0.27695 1.67537 1.40343 0.37382 1.77724
3.54000 -0.26012 1.69048 1.42885 0.33001 1.75887
3.55000 -0.24314 1.70401 1.45182 0.28855 1.74037
3.56000 -0.22604 1.71594 1.47223 0.24956 1.72179
3.57000 -0.20883 1.72627 1.49000 0.21313 1.70313
3.58000 -0.19152 1.73497 1.50506 0.17937 1.68443
3.59000 -0.17414 1.74203 1.51734 0.14836 1.66570
3.60000 -0.15669 1.74745 1.52680 0.12018 1.64697
3.61000 -0.13919 1.75122 1.53338 0.09488 1.62826
3.62000 -0.12167 1.75332 1.53707 0.07252 1.60959
3.63000 -0.10413 1.75377 1.53785 0.05314 1.59099
3.64000 -0.08660 1.75255 1.53571 0.03676 1.57248
3.65000 -0.06909 1.74967 1.53067 0.02340 1.55407
3.66000 -0.05161 1.74512 1.52273 0.01306 1.53579
3.67000 -0.03419 1.73893 1.51194 0.00573 1.51767
3.68000 -0.01684 1.73108 1.49833 0.00139 1.49972
3.69000 0.00043 1.72160 1.48196 0.00000 1.48196
3.70000 0.01759 1.71049 1.46290 0.00152 1.46441
3.71000 0.03463 1.69777 1.44122 0.00588 1.44710
3.72000 0.05154 1.68346 1.41701 0.01303 1.43004
3.73000 0.06829 1.66756 1.39038 0.02287 1.41325
3.74000 0.08488 1.65010 1.36142 0.03532 1.39674
3.75000 0.10129 1.63111 1.33026 0.05028 1.38054
3.76000 0.11750 1.61060 1.29701 0.06764 1.36466
3.77000 0.13350 1.58860 1.26182 0.08729 1.34911
3.78000 0.14927 1.56514 1.22482 0.10909 1.33391
3.79000 0.16480 1.54024 1.18617 0.13291 1.31908
3.80000 0.18007 1.51394 1.14600 0.15861 1.30462
3.81000 0.19507 1.48626 1.10449 0.18606 1.29055
3.82000 0.20979 1.45725 1.06179 0.21509 1.27687
3.83000 0.22421 1.42693 1.01806 0.24555 1.26361
3.84000 0.23832 1.39534 0.97349 0.27728 1.25077
3.85000 0.25211 1.36252 0.92823 0.31012 1.23835
3.86000 0.26557 1.32850 0.88245 0.34391 1.22636
3.87000 0.27868 1.29332 0.83634 0.37848 1.21482
3.88000 0.29143 1.25703 0.79006 0.41366 1.20371
3.89000 0.30382 1.21966 0.74378 0.44928 1.19306
3.90000 0.31582 1.18125 0.69768 0.48519 1.18287
3.91000 0.32744 1.14185 0.65191 0.52121 1.17312
3.92000 0.33866 1.10150 0.60665 0.55719 1.16384
3.93000 0.34947 1.06024 0.56205 0.59296 1.15501
3.94000 0.35986 1.01811 0.51828 0.62836 1.14664
3.95000 0.36983 0.97517 0.47548 0.66325 1.13873
3.96000 0.37936 0.93145 0.43380 0.69747 1.13127
3.97000 0.38845 0.88700 0.39338 0.73088 1.12426
3.98000 0.39710 0.84186 0.35436 0.76334 1.11770
3.99000 0.40529 0.79608 0.31687 0.79471 1.11158
4.00000 0.41302 0.74970 0.28102 0.82488 1.10590
4.01000 0.42028 0.70277 0.24694 0.85371 1.10066
4.02000 0.42707 0.65533 0.21473 0.88110 1.09583
4.03000 0.43338 0.60744 0.18449 0.90694 1.09143
4.04000 0.43922 0.55913 0.15631 0.93112 1.08743
4.05000 0.44457 0.51045 0.13028 0.95356 1.08383
4.06000 0.44943 0.46144 0.10647 0.97416 1.08063
4.07000 0.45379 0.41216 0.08494 0.99286 1.07780
4.08000 0.45767 0.36264 0.06575 1.00959 1.07535
4.09000 0.46105 0.31294 0.04896 1.02428 1.07325
4.10000 0.46393 0.26309 0.03461 1.03689 1.07150
4.11000 0.46631 0.21314 0.02271 1.04737 1.07008
4.12000 0.46819 0.16313 0.01331 1.05568 1.06899
4.13000 0.46957 0.11312 0.00640 1.06180 1.06820
4.14000 0.47045 0.06314 0.00199 1.06572 1.06771
4.15000 0.47083 0.01324 0.00009 1.06742 1.06751
4.16000 0.47072 -0.03654 0.00067 1.06690 1.06757
4.17000 0.47010 -0.08615 0.00371 1.06417 1.06788
4.18000 0.46899 -0.13555 0.00919 1.05925 1.06844
4.19000 0.46739 -0.18470 0.01706 1.05216 1.06922
4.20000 0.46530 -0.23354 0.02727 1.04293 1.07021
4.21000 0.46272 -0.28205 0.03978 1.03162 1.07139
4.22000 0.45966 -0.33018 0.05451 1.01825 1.07276
4.23000 0.45612 -0.37788 0.07139 1.00290 1.07429
4.24000 0.45211 -0.42511 0.09036 0.98562 1.07597
4.25000 0.44762 -0.47182 0.11131 0.96648 1.07779
4.26000 0.44267 -0.51799 0.13416 0.94558 1.07973
4.27000 0.43726 -0.56356 0.15880 0.92298 1.08178
4.28000 0.43140 -0.60849 0.18513 0.89879 1.08392
4.29000 0.42509 -0.65275 0.21304 0.87309 1.08613
4.30000 0.41835 -0.69629 0.24241 0.84601 1.08841
4.31000 0.41117 -0.73907 0.27311 0.81763 1.09074
4.32000 0.40357 -0.78105 0.30502 0.78809 1.09310
4.33000 0.39555 -0.82219 0.33800 0.75749 1.09549
4.34000 0.38713 -0.86245 0.37191 0.72597 1.09788
4.35000 0.37831 -0.90180 0.40662 0.69365 1.10027
4.36000 0.36910 -0.94019 0.44198 0.66067 1.10265
4.37000 0.35951 -0.97759 0.47784 0.62715 1.10499
4.38000 0.34955 -1.01396 0.51406 0.59324 1.10730
4.39000 0.33923 -1.04927 0.55049 0.55906 1.10955
4.40000 0.32857 -1.08348 0.58696 0.52478 1.11174
4.41000 0.31757 -1.11655 0.62334 0.49052 1.11386
4.42000 0.30624 -1.14845 0.65947 0.45642 1.11589
4.43000 0.29460 -1.17916 0.69521 0.42263 1.11784
4.44000 0.28266 -1.20863 0.73039 0.38929 1.11968
4.45000 0.27043 -1.23683 0.76488 0.35654 1.12142
4.46000 0.25793 -1.26375 0.79853 0.32451 1.12304
4.47000 0.24516 -1.28934 0.83119 0.29334 1.12453
4.48000 0.23215 -1.31358 0.86274 0.26315 1.12590
4.49000 0.21889 -1.33645 0.89304 0.23409 1.12713
