# t theta omega l v E_kin E_pot E_elastic E_tot
3.00000 0.02080 0.12073 2.86873 -0.05731 0.06162 0.00609 17.46075 17.52846
3.01000 0.02200 0.12009 2.86771 -0.14564 0.06990 0.00681 17.44179 17.51850
3.02000 0.02320 0.11947 2.86582 -0.23384 0.08595 0.00756 17.40637 17.49989
3.03000 0.02439 0.11889 2.86304 -0.32181 0.10971 0.00835 17.35457 17.47263
3.04000 0.02558 0.11833 2.85938 -0.40947 0.14108 0.00917 17.28651 17.43676
3.05000 0.02676 0.11781 2.85485 -0.49672 0.17993 0.01002 17.20236 17.39231
3.06000 0.02793 0.11731 2.84945 -0.58349 0.22610 0.01090 17.10231 17.33932
3.07000 0.02910 0.11685 2.84318 -0.66968 0.27942 0.01181 16.98662 17.27785
3.08000 0.03027 0.11641 2.83606 -0.75520 0.33966 0.01275 16.85554 17.20795
3.09000 0.03143 0.11599 2.82808 -0.83998 0.40659 0.01370 16.70941 17.12970
3.10000 0.03259 0.11560 2.81926 -0.92393 0.47993 0.01469 16.54855 17.04317
3.11000 0.03374 0.11524 2.80961 -1.00696 0.55940 0.01569 16.37337 16.94845
3.12000 0.03489 0.11490 2.79913 -1.08899 0.64467 0.01672 16.18426 16.84564
3.13000 0.03604 0.11458 2.78783 -1.16993 0.73539 0.01776 15.98167 16.73483
3.14000 0.03719 0.11429 2.77573 -1.24972 0.83122 0.01883 15.76609 16.61614
3.15000 0.03833 0.11401 2.76284 -1.32827 0.93176 0.01991 15.53801 16.48968
3.16000 0.03947 0.11376 2.74917 -1.40549 1.03660 0.02100 15.29797 16.35557
3.17000 0.04060 0.11352 2.73473 -1.48131 1.14534 0.02211 15.04652 16.21396
3.18000 0.04174 0.11331 2.71955 -1.55567 1.25753 0.02323 14.78423 16.06499
3.19000 0.04287 0.11311 2.70363 -1.62847 1.37272 0.02437 14.51171 15.90879
3.20000 0.04400 0.11292 2.68698 -1.69966 1.49045 0.02551 14.22958 15.74553
3.21000 0.04513 0.11275 2.66964 -1.76915 1.61025 0.02666 13.93846 15.57538
3.22000 0.04625 0.11259 2.65161 -1.83688 1.73164 0.02782 13.63903 15.39849
3.23000 0.04738 0.11245 2.63291 -1.90279 1.85413 0.02899 13.33193 15.21504
3.24000 0.04850 0.11231 2.61356 -1.96680 1.97723 0.03015 13.01784 15.02522
3.25000 0.04963 0.11219 2.59358 -2.02885 2.10045 0.03132 12.69745 14.82922
3.26000 0.05075 0.11207 2.57299 -2.08888 2.22329 0.03249 12.37144 14.62723
3.27000 0.05187 0.11196 2.55181 -2.14683 2.34526 0.03367 12.04052 14.41945
3.28000 0.05299 0.11185 2.53006 -2.20265 2.46587 0.03483 11.70538 14.20609
3.29000 0.05410 0.11175 2.50776 -2.25627 2.58464 0.03600 11.36672 13.98736
3.30000 0.05522 0.11164 2.48494 -2.30764 2.70109 0.03716 11.02523 13.76348
3.31000 0.05634 0.11154 2.46162 -2.35672 2.81475 0.03831 10.68161 13.53467
3.32000 0.05745 0.11142 2.43781 -2.40345 2.92518 0.03946 10.33653 13.30117
3.33000 0.05857 0.11131 2.41356 -2.44779 3.03191 0.04059 9.99069 13.06320
3.34000 0.05968 0.11118 2.38887 -2.48968 3.13454 0.04172 9.64474 12.82099
3.35000 0.06079 0.11104 2.36377 -2.52910 3.23263 0.04283 9.29934 12.57480
3.36000 0.06190 0.11089 2.33829 -2.56601 3.32581 0.04393 8.95513 12.32487
3.37000 0.06301 0.11072 2.31246 -2.60035 3.41369 0.04501 8.61273 12.07143
3.38000 0.06411 0.11053 2.28629 -2.63211 3.49592 0.04608 8.27276 11.81476
3.39000 0.06522 0.11031 2.25982 -2.66124 3.57218 0.04713 7.93579 11.55510
3.40000 0.06632 0.11006 2.23308 -2.68773 3.64215 0.04816 7.60240 11.29271
3.41000 0.06742 0.10978 2.20608 -2.71154 3.70556 0.04917 7.27313 11.02786
3.42000 0.06852 0.10947 2.17886 -2.73265 3.76214 0.05015 6.94850 10.76080
3.43000 0.06961 0.10911 2.15143 -2.75104 3.81168 0.05111 6.62901 10.49180
3.44000 0.07070 0.10870 2.12384 -2.76670 3.85396 0.05205 6.31513 10.22113
3.45000 0.07178 0.10825 2.09611 -2.77960 3.88882 0.05295 6.00729 9.94906
3.46000 0.07286 0.10773 2.06826 -2.78973 3.91612 0.05383 5.70591 9.67586
3.47000 0.07394 0.10715 2.04032 -2.79709 3.93575 0.05468 5.41138 9.40181
3.48000 0.07500 0.10650 2.01233 -2.80166 3.94762 0.05550 5.12405 9.12717
3.49000 0.07607 0.10577 1.98430 -2.80345 3.95168 0.05629 4.84424 8.85221
3.50000 0.07712 0.10496 1.95627 -2.80244 3.94793 0.05704 4.57225 8.57722
3.51000 0.07817 0.10406 1.92826 -2.79865 3.93636 0.05776 4.30835 8.30246
3.52000 0.07920 0.10306 1.90031 -2.79208 3.91703 0.05844 4.05275 8.02822
3.53000 0.08023 0.10194 1.87243 -2.78273 3.89001 0.05908 3.80566 7.75475
3.54000 0.08124 0.10072 1.84466 -2.77061 3.85540 0.05968 3.56725 7.48234
3.55000 0.08224 0.09936 1.81703 -2.75574 3.81334 0.06024 3.33766 7.21125
3.56000 0.08323 0.09787 1.78955 -2.73813 3.76400 0.06076 3.11698 6.94175
3.57000 0.08420 0.09623 1.76227 -2.71779 3.70758 0.06124 2.90530 6.67411
3.58000 0.08515 0.09444 1.73521 -2.69476 3.64428 0.06167 2.70265 6.40861
3.59000 0.08608 0.09248 1.70839 -2.66904 3.57438 0.06206 2.50906 6.14549
3.60000 0.08700 0.09034 1.68184 -2.64068 3.49813 0.06240 2.32450 5.88503
3.61000 0.08789 0.08801 1.65558 -2.60969 3.41585 0.06269 2.14894 5.62748
3.62000 0.08876 0.08548 1.62965 -2.57610 3.32786 0.06293 1.98230 5.37309
3.63000 0.08960 0.08274 1.60407 -2.53996 3.23451 0.06312 1.82449 5.12213
3.64000 0.09041 0.07978 1.57886 -2.50130 3.13618 0.06326 1.67539 4.87483
3.65000 0.09119 0.07657 1.55405 -2.46015 3.03325 0.06335 1.53486 4.63145
3.66000 0.09194 0.07312 1.52966 -2.41656 2.92613 0.06338 1.40272 4.39223
3.67000 0.09266 0.06941 1.50573 -2.37056 2.81524 0.06336 1.27880 4.15740
3.68000 0.09333 0.06544 1.48226 -2.32221 2.70104 0.06328 1.16288 3.92720
3.69000 0.09396 0.06118 1.45929 -2.27156 2.58397 0.06315 1.05474 3.70186
3.70000 0.09455 0.05663 1.43684 -2.21864 2.46450 0.06296 0.95414 3.48160
3.71000 0.09510 0.05178 1.41493 -2.16353 2.34311 0.06271 0.86081 3.26664
3.72000 0.09559 0.04662 1.39357 -2.10626 2.22027 0.06241 0.77450 3.05719
3.73000 0.09603 0.04116 1.37281 -2.04690 2.09649 0.06204 0.69492 2.85346
3.74000 0.09641 0.03538 1.35264 -1.98550 1.97224 0.06162 0.62179 2.65565
3.75000 0.09673 0.02927 1.33310 -1.92212 1.84804 0.06114 0.55479 2.46397
3.76000 0.09699 0.02285 1.31421 -1.85683 1.72437 0.06060 0.49363 2.27859
3.77000 0.09719 0.01611 1.29597 -1.78969 1.60172 0.06000 0.43800 2.09972
3.78000 0.09732 0.00905 1.27842 -1.72077 1.48059 0.05934 0.38759 1.92751
3.79000 0.09737 0.00169 1.26156 -1.65013 1.36146 0.05862 0.34208 1.76216
3.80000 0.09735 -0.00598 1.24542 -1.57783 1.24481 0.05785 0.30116 1.60381
3.81000 0.09725 -0.01392 1.23001 -1.50396 1.13110 0.05701 0.26453 1.45264
3.82000 0.09707 -0.02214 1.21535 -1.42858 1.02079 0.05613 0.23187 1.30879
3.83000 0.09681 -0.03060 1.20145 -1.35177 0.91431 0.05518 0.20290 1.17240
3.84000 0.09646 -0.03929 1.18832 -1.27359 0.81211 0.05419 0.17732 1.04361
3.85000 0.09602 -0.04818 1.17598 -1.19413 0.71458 0.05314 0.15484 0.92256
3.86000 0.09549 -0.05723 1.16444 -1.11346 0.62212 0.05204 0.13520 0.80936
3.87000 0.09487 -0.06642 1.15371 -1.03166 0.53510 0.05090 0.11814 0.70414
3.88000 0.09416 -0.07571 1.14381 -0.94881 0.45387 0.04971 0.10340 0.60699
3.89000 0.09336 -0.08505 1.13474 -0.86499 0.37876 0.04848 0.09077 0.51801
3.90000 0.09246 -0.09440 1.12651 -0.78028 0.31007 0.04721 0.08003 0.43730
3.91000 0.09147 -0.10373 1.11914 -0.69476 0.24808 0.04590 0.07097 0.36495
3.92000 0.09039 -0.11298 1.11262 -0.60851 0.19304 0.04456 0.06342 0.30102
3.93000 0.08921 -0.12210 1.10697 -0.52163 0.14518 0.04319 0.05721 0.24558
3.94000 0.08795 -0.13105 1.10219 -0.43418 0.10469 0.04179 0.05221 0.19869
3.95000 0.08659 -0.13979 1.09829 -0.34627 0.07174 0.04037 0.04830 0.16041
3.96000 0.08515 -0.14825 1.09526 -0.25798 0.04646 0.03893 0.04538 0.13076
3.97000 0.08363 -0.15640 1.09313 -0.16938 0.02896 0.03748 0.04336 0.10980
3.98000 0.08202 -0.16420 1.09188 -0.08058 0.01932 0.03601 0.04221 0.09754
3.99000 0.08035 -0.17160 1.09152 0.00834 0.01758 0.03454 0.04188 0.09399
4.00000 0.07859 -0.17856 1.09204 0.09729 0.02375 0.03307 0.04236 0.09918
4.01000 0.07678 -0.18506 1.09346 0.18619 0.03781 0.03160 0.04368 0.11308
4.02000 0.07489 -0.19105 1.09577 0.27494 0.05971 0.03013 0.04586 0.13570
4.03000 0.07296 -0.19653 1.09896 0.36346 0.08937 0.02868 0.04897 0.16702
4.04000 0.07097 -0.20146 1.10304 0.45165 0.12668 0.02724 0.05308 0.20700
4.05000 0.06893 -0.20584 1.10799 0.53942 0.17150 0.02581 0.05831 0.25562
4.06000 0.06685 -0.20965 1.11382 0.62669 0.22364 0.02441 0.06478 0.31282
4.07000 0.06474 -0.21289 1.12052 0.71337 0.28290 0.02303 0.07263 0.37856
4.08000 0.06260 -0.21556 1.12809 0.79936 0.34906 0.02167 0.08203 0.45276
4.09000 0.06043 -0.21766 1.13651 0.88459 0.42184 0.02035 0.09317 0.53537
4.10000 0.05824 -0.21921 1.14578 0.96895 0.50098 0.01906 0.10625 0.62629
4.11000 0.05605 -0.22022 1.15588 1.05237 0.58614 0.01780 0.12150 0.72544
4.12000 0.05384 -0.22070 1.16682 1.13476 0.67700 0.01659 0.13915 0.83273
4.13000 0.05163 -0.22069 1.17858 1.21603 0.77319 0.01541 0.15945 0.94805
4.14000 0.04943 -0.22020 1.19114 1.29610 0.87434 0.01427 0.18267 1.07128
4.15000 0.04723 -0.21925 1.20449 1.37489 0.98004 0.01318 0.20909 1.20230
4.16000 0.04505 -0.21789 1.21863 1.45232 1.08986 0.01213 0.23900 1.34099
4.17000 0.04287 -0.21612 1.23353 1.52830 1.20338 0.01112 0.27269 1.48720
4.18000 0.04072 -0.21400 1.24919 1.60276 1.32015 0.01016 0.31048 1.64079
4.19000 0.03860 -0.21155 1.26558 1.67562 1.43968 0.00925 0.35268 1.80161
4.20000 0.03649 -0.20879 1.28270 1.74680 1.56152 0.00838 0.39959 1.96949
4.21000 0.03442 -0.20576 1.30051 1.81624 1.68517 0.00756 0.45155 2.14427
4.22000 0.03238 -0.20250 1.31902 1.88386 1.81014 0.00678 0.50886 2.32578
4.23000 0.03037 -0.19902 1.33819 1.94959 1.93592 0.00605 0.57185 2.51382
4.24000 0.02840 -0.19536 1.35800 2.01337 2.06202 0.00537 0.64083 2.70822
4.25000 0.02647 -0.19155 1.37845 2.07513 2.18794 0.00474 0.71611 2.90878
4.26000 0.02457 -0.18760 1.39950 2.13480 2.31316 0.00414 0.79799 3.11529
4.27000 0.02271 -0.18355 1.42114 2.19233 2.43719 0.00360 0.88677 3.32756
4.28000 0.02090 -0.17942 1.44334 2.24766 2.55953 0.00309 0.98274 3.54536
4.29000 0.01913 -0.17522 1.46608 2.30074 2.67969 0.00263 1.08616 3.76848
4.30000 0.01739 -0.17098 1.48934 2.35149 2.79719 0.00221 1.19729 3.99669
4.31000 0.01571 -0.16672 1.51310 2.39989 2.91156 0.00183 1.31637 4.22976
4.32000 0.01406 -0.16245 1.53733 2.44588 3.02234 0.00149 1.44364 4.46747
4.33000 0.01246 -0.15818 1.56201 2.48940 3.12908 0.00119 1.57929 4.70956
4.34000 0.01090 -0.15393 1.58711 2.53043 3.23137 0.00092 1.72351 4.95581
4.35000 0.00938 -0.14972 1.61261 2.56891 3.32878 0.00070 1.87647 5.20595
4.36000 0.00790 -0.14554 1.63848 2.60480 3.42094 0.00050 2.03830 5.45974
4.37000 0.00647 -0.14141 1.66470 2.63809 3.50746 0.00034 2.20913 5.71693
4.38000 0.00507 -0.13734 1.69124 2.66872 3.58800 0.00021 2.38904 5.97725
4.39000 0.00372 -0.13333 1.71807 2.69666 3.66224 0.00012 2.57809 6.24044
4.40000 0.00241 -0.12939 1.74516 2.72190 3.72987 0.00005 2.77632 6.50624
4.41000 0.00113 -0.12553 1.77249 2.74441 3.79064 0.00001 2.98374 6.77439
4.42000 -0.00010 -0.12175 1.80004 2.76416 3.84429 0.00000 3.20031 7.04461
4.43000 -0.00130 -0.11804 1.82777 2.78113 3.89061 0.00002 3.42600 7.31663
4.44000 -0.00247 -0.11442 1.85565 2.79531 3.92941 0.00006 3.66071 7.59017
4.45000 -0.00359 -0.11089 1.88366 2.80668 3.96054 0.00012 3.90432 7.86497
4.46000 -0.00468 -0.10744 1.91178 2.81523 3.98386 0.00021 4.15668 8.14075
4.47000 -0.00574 -0.10408 1.93996 2.82096 3.99929 0.00031 4.41762 8.41723
4.48000 -0.00677 -0.10081 1.96819 2.82386 4.00676 0.00044 4.68693 8.69413
4.49000 -0.00776 -0.09762 1.99643 2.82392 4.00625 0.00059 4.96434 8.97118
4.50000 -0.00872 -0.09452 2.02466 2.82115 3.99774 0.00075 5.24959 9.24809
4.51000 -0.00965 -0.09151 2.05284 2.81554 3.98128 0.00094 5.54237 9.52459
4.52000 -0.01055 -0.08858 2.08096 2.80711 3.95693 0.00114 5.84234 9.80041
4.53000 -0.01142 -0.08573 2.10897 2.79587 3.92479 0.00135 6.14912 10.07526
4.54000 -0.01226 -0.08297 2.13686 2.78182 3.88498 0.00158 6.46231 10.34887
4.55000 -0.01308 -0.08028 2.16460 2.76498 3.83766 0.00182 6.78148 10.62096
4.56000 -0.01387 -0.07768 2.19216 2.74537 3.78303 0.00207 7.10617 10.89126
4.57000 -0.01463 -0.07515 2.21950 2.72300 3.72129 0.00233 7.43589 11.15951
4.58000 -0.01537 -0.07270 2.24661 2.69791 3.65269 0.00260 7.77014 11.42543
4.59000 -0.01609 -0.07032 2.27345 2.67011 3.57751 0.00289 8.10836 11.68875
4.60000 -0.01678 -0.06800 2.30000 2.63963 3.49605 0.00318 8.44999 11.94922
4.61000 -0.01745 -0.06576 2.32623 2.60650 3.40863 0.00347 8.79446 12.20656
4.62000 -0.01809 -0.06359 2.35212 2.57076 3.31560 0.00378 9.14115 12.46053
4.63000 -0.01872 -0.06147 2.37764 2.53245 3.21733 0.00409 9.48944 12.71086
4.64000 -0.01932 -0.05942 2.40276 2.49159 3.11421 0.00440 9.83870 12.95731
4.65000 -0.01991 -0.05743 2.42746 2.44824 3.00666 0.00472 10.18825 13.19963
4.66000 -0.02047 -0.05549 2.45172 2.40244 2.89511 0.00504 10.53742 13.43757
4.67000 -0.02102 -0.05361 2.47550 2.35422 2.78000 0.00536 10.88555 13.67091
4.68000 -0.02155 -0.05179 2.49879 2.30365 2.66178 0.00569 11.23193 13.89940
4.69000 -0.02205 -0.05001 2.52157 2.25077 2.54094 0.00602 11.57585 14.12281
4.70000 -0.02255 -0.04829 2.54380 2.19564 2.41795 0.00634 11.91663 14.34092
4.71000 -0.02302 -0.04661 2.56547 2.13830 2.29331 0.00667 12.25354 14.55352
4.72000 -0.02348 -0.04497 2.58656 2.07882 2.16751 0.00699 12.58588 14.76039
4.73000 -0.02392 -0.04338 2.60704 2.01726 2.04106 0.00732 12.91294 14.96132
4.74000 -0.02435 -0.04183 2.62690 1.95367 1.91446 0.00764 13.23401 15.15611
4.75000 -0.02476 -0.04032 2.64611 1.88813 1.78821 0.00795 13.54840 15.34456
4.76000 -0.02515 -0.03884 2.66466 1.82070 1.66283 0.00827 13.85540 15.52650
4.77000 -0.02553 -0.03740 2.68252 1.75144 1.53881 0.00858 14.15434 15.70173
4.78000 -0.02590 -0.03600 2.69968 1.68043 1.41665 0.00888 14.44454 15.87007
4.79000 -0.02625 -0.03462 2.71612 1.60774 1.29683 0.00918 14.72536 16.03137
4.80000 -0.02659 -0.03328 2.73183 1.53343 1.17983 0.00948 14.99615 16.18546
4.81000 -0.02692 -0.03197 2.74678 1.45759 1.06613 0.00976 15.25628 16.33218
4.82000 -0.02723 -0.03068 2.76098 1.38028 0.95618 0.01004 15.50517 16.47139
4.83000 -0.02753 -0.02942 2.77439 1.30160 0.85041 0.01032 15.74222 16.60295
4.84000 -0.02782 -0.02818 2.78700 1.22161 0.74924 0.01058 15.96689 16.72672
4.85000 -0.02810 -0.02696 2.79881 1.14039 0.65309 0.01084 16.17865 16.84258
4.86000 -0.02836 -0.02577 2.80981 1.05803 0.56234 0.01108 16.37700 16.95043
4.87000 -0.02861 -0.02460 2.81997 0.97462 0.47734 0.01132 16.56147 17.05014
4.88000 -0.02885 -0.02344 2.82930 0.89022 0.39845 0.01155 16.73162 17.14161
4.89000 -0.02908 -0.02230 2.83777 0.80493 0.32596 0.01177 16.88704 17.22477
4.90000 -0.02930 -0.02117 2.84539 0.71884 0.26018 0.01198 17.02736 17.29952
4.91000 -0.02950 -0.02006 2.85215 0.63203 0.20137 0.01218 17.15224 17.36578
4.92000 -0.02970 -0.01897 2.85803 0.54458 0.14975 0.01236 17.26138 17.42350
4.93000 -0.02988 -0.01788 2.86304 0.45658 0.10554 0.01254 17.35452 17.47261
4.94000 -0.03006 -0.01681 2.86716 0.36813 0.06892 0.01270 17.43144 17.51306
4.95000 -0.03022 -0.01574 2.87040 0.27931 0.04003 0.01286 17.49194 17.54482
4.96000 -0.03037 -0.01468 2.87275 0.19021 0.01898 0.01300 17.53588 17.56786
4.97000 -0.03051 -0.01362 2.87420 0.10091 0.00586 0.01313 17.56315 17.58214
4.98000 -0.03064 -0.01258 2.87476 0.01151 0.00072 0.01324 17.57369 17.58765
4.99000 -0.03077 -0.01153 2.87443 -0.07790 0.00358 0.01334 17.56747 17.58439
5.00000 -0.03088 -0.01049 2.87321 -0.16723 0.01444 0.01343 17.54450 17.57237
5.01000 -0.03097 -0.00945 2.87109 -0.25639 0.03324 0.01351 17.50484 17.55159
5.02000 -0.03106 -0.00841 2.86808 -0.34530 0.05991 0.01357 17.44859 17.52207
5.03000 -0.03114 -0.00736 2.86418 -0.43387 0.09434 0.01362 17.37588 17.48385
5.04000 -0.03121 -0.00632 2.85940 -0.52200 0.13641 0.01366 17.28689 17.43696
5.05000 -0.03127 -0.00527 2.85374 -0.60962 0.18593 0.01369 17.18184 17.38145
5.06000 -0.03132 -0.00421 2.84721 -0.69662 0.24271 0.01370 17.06097 17.31738
5.07000 -0.03135 -0.00315 2.83981 -0.78292 0.30652 0.01369 16.92458 17.24480
5.08000 -0.03138 -0.00208 2.83156 -0.86845 0.37712 0.01367 16.77300 17.16379
5.09000 -0.03140 -0.00100 2.82245 -0.95310 0.45421 0.01364 16.60659 17.07444
5.10000 -0.03140 0.00009 2.81250 -1.03681 0.53748 0.01360 16.42574 16.97682
5.11000 -0.03139 0.00119 2.80172 -1.11947 0.62661 0.01354 16.23089 16.87105
5.12000 -0.03138 0.00231 2.79011 -1.20102 0.72124 0.01347 16.02251 16.75722
5.13000 -0.03135 0.00344 2.77770 -1.28136 0.82099 0.01339 15.80107 16.63545
5.14000 -0.03131 0.00458 2.76449 -1.36043 0.92546 0.01329 15.56711 16.50586
5.15000 -0.03126 0.00575 2.75050 -1.43813 1.03423 0.01318 15.32117 16.36858
5.16000 -0.03119 0.00693 2.73573 -1.51439 1.14688 0.01305 15.06382 16.22375
5.17000 -0.03112 0.00814 2.72021 -1.58914 1.26293 0.01292 14.79565 16.07150
5.18000 -0.03103 0.00937 2.70395 -1.66230 1.38195 0.01277 14.51729 15.91201
5.19000 -0.03093 0.01062 2.68697 -1.73380 1.50344 0.01261 14.22937 15.74541
5.20000 -0.03082 0.01190 2.66928 -1.80356 1.62692 0.01243 13.93254 15.57189
5.21000 -0.03069 0.01321 2.65091 -1.87152 1.75191 0.01225 13.62746 15.39161
5.22000 -0.03055 0.01455 2.63186 -1.93760 1.87789 0.01205 13.31482 15.20476
5.23000 -0.03040 0.01592 2.61216 -2.00175 2.00437 0.01184 12.99531 15.01152
5.24000 -0.03023 0.01732 2.59183 -2.06389 2.13083 0.01162 12.66963 14.81208
5.25000 -0.03005 0.01876 2.57089 -2.12397 2.25679 0.01139 12.33848 14.60665
5.26000 -0.02986 0.02023 2.54936 -2.18192 2.38172 0.01115 12.00256 14.39543
5.27000 -0.02965 0.02175 2.52726 -2.23769 2.50514 0.01090 11.66260 14.17863
5.28000 -0.02942 0.02330 2.50461 -2.29122 2.62654 0.01064 11.31929 13.95647
5.29000 -0.02918 0.02490 2.48144 -2.34245 2.74545 0.01036 10.97335 13.72917
5.30000 -0.02893 0.02655 2.45777 -2.39134 2.86139 0.01009 10.62548 13.49696
5.31000 -0.02865 0.02825 2.43362 -2.43784 2.97389 0.00980 10.27638 13.26007
5.32000 -0.02836 0.02999 2.40902 -2.48189 3.08251 0.00950 9.92672 13.01873
5.33000 -0.02805 0.03179 2.38399 -2.52346 3.18681 0.00920 9.57719 12.77320
5.34000 -0.02772 0.03365 2.35856 -2.56251 3.28637 0.00889 9.22845 12.52371
5.35000 -0.02738 0.03556 2.33275 -2.59898 3.38080 0.00858 8.88114 12.27052
5.36000 -0.02701 0.03754 2.30659 -2.63286 3.46972 0.00826 8.53590 12.01388
5.37000 -0.02663 0.03958 2.28010 -2.66410 3.55278 0.00793 8.19333 11.75404
5.38000 -0.02622 0.04168 2.25332 -2.69267 3.62964 0.00760 7.85403 11.49127
5.39000 -0.02579 0.04385 2.22626 -2.71854 3.70000 0.00726 7.51856 11.22583
5.40000 -0.02534 0.04609 2.19896 -2.74169 3.76358 0.00693 7.18748 10.95798
5.41000 -0.02487 0.04841 2.17143 -2.76210 3.82011 0.00659 6.86130 10.68799
5.42000 -0.02438 0.05081 2.14372 -2.77973 3.86938 0.00625 6.54051 10.41615
5.43000 -0.02385 0.05328 2.11585 -2.79458 3.91120 0.00591 6.22560 10.14270
5.44000 -0.02331 0.05583 2.08784 -2.80663 3.94539 0.00556 5.91699 9.86794
5.45000 -0.02274 0.05847 2.05973 -2.81587 3.97181 0.00522 5.61510 9.59213
5.46000 -0.02214 0.06120 2.03153 -2.82228 3.99037 0.00488 5.32030 9.31556
5.47000 -0.02151 0.06401 2.00329 -2.82587 4.00099 0.00455 5.03295 9.03849
5.48000 -0.02086 0.06692 1.97502 -2.82662 4.00363 0.00421 4.75337 8.76122
5.49000 -0.02017 0.06992 1.94677 -2.82454 3.99828 0.00389 4.48184 8.48400
5.50000 -0.01946 0.07301 1.91854 -2.81963 3.98496 0.00356 4.21861 8.20713
5.51000 -0.01871 0.07620 1.89038 -2.81188 3.96372 0.00325 3.96391 7.93088
5.52000 -0.01794 0.07948 1.86232 -2.80132 3.93466 0.00294 3.71794 7.65553
5.53000 -0.01712 0.08287 1.83437 -2.78795 3.89788 0.00264 3.48084 7.38136
5.54000 -0.01628 0.08635 1.80657 -2.77178 3.85354 0.00235 3.25274 7.10863
5.55000 -0.01540 0.08994 1.77894 -2.75282 3.80182 0.00207 3.03374 6.83763
5.56000 -0.01448 0.09362 1.75152 -2.73111 3.74292 0.00180 2.82390 6.56862
5.57000 -0.01352 0.09740 1.72433 -2.70665 3.67707 0.00155 2.62325 6.30187
5.58000 -0.01253 0.10127 1.69739 -2.67947 3.60456 0.00131 2.43180 6.03766
5.59000 -0.01150 0.10524 1.67075 -2.64960 3.52566 0.00108 2.24951 5.77625
5.60000 -0.01043 0.10930 1.64441 -2.61707 3.44069 0.00088 2.07633 5.51790
5.61000 -0.00931 0.11344 1.61841 -2.58191 3.35000 0.00069 1.91218 5.26286
5.62000 -0.00816 0.11766 1.59278 -2.54416 3.25394 0.00052 1.75695 5.01141
5.63000 -0.00696 0.12196 1.56754 -2.50385 3.15291 0.00037 1.61051 4.76378
5.64000 -0.00572 0.12632 1.54271 -2.46102 3.04730 0.00025 1.47269 4.52024
5.65000 -0.00443 0.13074 1.51833 -2.41572 2.93755 0.00015 1.34332 4.28101
5.66000 -0.00310 0.13521 1.49441 -2.36798 2.82409 0.00007 1.22219 4.04635
5.67000 -0.00173 0.13972 1.47098 -2.31787 2.70738 0.00002 1.10909 3.81649
5.68000 -0.00031 0.14425 1.44806 -2.26542 2.58789 0.00000 1.00378 3.59166
5.69000 0.00116 0.14878 1.42567 -2.21070 2.46609 0.00001 0.90599 3.37209
5.70000 0.00267 0.15331 1.40385 -2.15375 2.34247 0.00005 0.81548 3.15800
5.71000 0.00422 0.15781 1.38261 -2.09463 2.21753 0.00012 0.73194 2.94960
5.72000 0.00582 0.16227 1.36197 -2.03340 2.09178 0.00023 0.65509 2.74710
5.73000 0.00747 0.16665 1.34195 -1.97013 1.96571 0.00037 0.58463 2.55071
5.74000 0.00916 0.17095 1.32257 -1.90487 1.83983 0.00054 0.52025 2.36062
5.75000 0.01089 0.17514 1.30385 -1.83770 1.71464 0.00076 0.46164 2.17704
5.76000 0.01266 0.17918 1.28582 -1.76868 1.59065 0.00101 0.40847 2.00013
5.77000 0.01447 0.18305 1.26849 -1.69788 1.46835 0.00130 0.36043 1.83008
5.78000 0.01632 0.18673 1.25187 -1.62537 1.34823 0.00164 0.31719 1.66706
5.79000 0.01820 0.19018 1.23599 -1.55123 1.23078 0.00201 0.27845 1.51124
5.80000 0.02012 0.19338 1.22085 -1.47553 1.11646 0.00242 0.24387 1.36276
5.81000 0.02207 0.19629 1.20648 -1.39835 1.00573 0.00288 0.21317 1.22179
5.82000 0.02405 0.19888 1.19289 -1.31977 0.89904 0.00338 0.18603 1.08845
5.83000 0.02605 0.20113 1.18009 -1.23987 0.79680 0.00393 0.16216 0.96289
5.84000 0.02807 0.20299 1.16809 -1.15873 0.69944 0.00451 0.14128 0.84523
5.85000 0.03011 0.20446 1.15692 -1.07643 0.60733 0.00514 0.12312 0.73559
5.86000 0.03216 0.20549 1.14657 -0.99306 0.52084 0.00581 0.10741 0.63407
